elapsed time,receive time,header.stamp,topic,value
0.35400000000000004,1691981285.467000000,,cart_pos,0
0.35500000000000004,1691981285.468000000,,cart_pos,0
0.35600000000000004,1691981285.469000000,,cart_pos,0
0.35600000000000004,1691981285.469000000,,cart_pos,0
0.35600000000000004,1691981285.469000000,,cart_pos,0
0.35600000000000004,1691981285.469000000,,cart_pos,0
0.35600000000000004,1691981285.469000000,,cart_pos,0
0.35600000000000004,1691981285.469000000,,cart_pos,0
0.35600000000000004,1691981285.469000000,,cart_pos,0
0.35600000000000004,1691981285.469000000,,cart_pos,0
0.35600000000000004,1691981285.469000000,,cart_pos,0
0.35600000000000004,1691981285.469000000,,cart_pos,0
0.35600000000000004,1691981285.469000000,,cart_pos,0
0.35600000000000004,1691981285.469000000,,cart_pos,0
0.35600000000000004,1691981285.469000000,,cart_pos,0
0.35600000000000004,1691981285.469000000,,cart_pos,0
0.35600000000000004,1691981285.469000000,,cart_pos,0
0.35600000000000004,1691981285.469000000,,cart_pos,0
0.35600000000000004,1691981285.469000000,,cart_pos,0
0.35600000000000004,1691981285.469000000,,cart_pos,0
0.35600000000000004,1691981285.469000000,,cart_pos,0
0.35600000000000004,1691981285.469000000,,cart_pos,0
0.35600000000000004,1691981285.469000000,,cart_pos,0
0.35600000000000004,1691981285.469000000,,cart_pos,0
0.35600000000000004,1691981285.469000000,,cart_pos,0
0.35600000000000004,1691981285.469000000,,cart_pos,0
0.35600000000000004,1691981285.469000000,,cart_pos,0
0.35600000000000004,1691981285.469000000,,cart_pos,0
0.35600000000000004,1691981285.469000000,,cart_pos,0
0.35600000000000004,1691981285.469000000,,cart_pos,0
0.35600000000000004,1691981285.469000000,,cart_pos,0
0.35600000000000004,1691981285.469000000,,cart_pos,0
0.35600000000000004,1691981285.469000000,,cart_pos,0
0.35600000000000004,1691981285.469000000,,cart_pos,0
0.35600000000000004,1691981285.469000000,,cart_pos,0
0.35600000000000004,1691981285.469000000,,cart_pos,0
0.35600000000000004,1691981285.469000000,,cart_pos,0
0.35600000000000004,1691981285.469000000,,cart_pos,0
0.35600000000000004,1691981285.469000000,,cart_pos,0
0.35700000000000004,1691981285.470000000,,cart_pos,0
0.35700000000000004,1691981285.470000000,,cart_pos,0
0.35700000000000004,1691981285.470000000,,cart_pos,0
0.35700000000000004,1691981285.470000000,,cart_pos,0
0.35700000000000004,1691981285.470000000,,cart_pos,0
0.35700000000000004,1691981285.470000000,,cart_pos,0
0.35700000000000004,1691981285.470000000,,cart_pos,0
0.35700000000000004,1691981285.470000000,,cart_pos,0
0.35700000000000004,1691981285.470000000,,cart_pos,0
0.35700000000000004,1691981285.470000000,,cart_pos,0
0.35700000000000004,1691981285.470000000,,cart_pos,0
0.35700000000000004,1691981285.470000000,,cart_pos,0
0.35700000000000004,1691981285.470000000,,cart_pos,0
0.35700000000000004,1691981285.470000000,,cart_pos,0
0.35700000000000004,1691981285.470000000,,cart_pos,0
0.35700000000000004,1691981285.470000000,,cart_pos,0
0.35700000000000004,1691981285.470000000,,cart_pos,0
0.35700000000000004,1691981285.470000000,,cart_pos,0
0.35700000000000004,1691981285.470000000,,cart_pos,0
0.35700000000000004,1691981285.470000000,,cart_pos,0
0.35700000000000004,1691981285.470000000,,cart_pos,0
0.35700000000000004,1691981285.470000000,,cart_pos,0
0.35700000000000004,1691981285.470000000,,cart_pos,0
0.35700000000000004,1691981285.470000000,,cart_pos,0
0.35700000000000004,1691981285.470000000,,cart_pos,0
0.35700000000000004,1691981285.470000000,,cart_pos,0
0.35700000000000004,1691981285.470000000,,cart_pos,0
0.35700000000000004,1691981285.470000000,,cart_pos,0
0.35800000000000004,1691981285.471000000,,cart_pos,0
0.35800000000000004,1691981285.471000000,,cart_pos,0
0.35800000000000004,1691981285.471000000,,cart_pos,0
0.35800000000000004,1691981285.471000000,,cart_pos,0
0.35800000000000004,1691981285.471000000,,cart_pos,0
0.35800000000000004,1691981285.471000000,,cart_pos,0
0.35800000000000004,1691981285.471000000,,cart_pos,0
0.35800000000000004,1691981285.471000000,,cart_pos,0
0.35800000000000004,1691981285.471000000,,cart_pos,0
0.35800000000000004,1691981285.471000000,,cart_pos,0
0.35800000000000004,1691981285.471000000,,cart_pos,0
0.35800000000000004,1691981285.471000000,,cart_pos,0
0.35800000000000004,1691981285.471000000,,cart_pos,0
0.35800000000000004,1691981285.471000000,,cart_pos,0
0.35800000000000004,1691981285.471000000,,cart_pos,0
0.35800000000000004,1691981285.471000000,,cart_pos,0
0.35800000000000004,1691981285.471000000,,cart_pos,0
0.35800000000000004,1691981285.471000000,,cart_pos,0
0.35800000000000004,1691981285.471000000,,cart_pos,0
0.35800000000000004,1691981285.471000000,,cart_pos,0
0.35800000000000004,1691981285.471000000,,cart_pos,0
0.35800000000000004,1691981285.471000000,,cart_pos,0
0.35800000000000004,1691981285.471000000,,cart_pos,0
0.35900000000000004,1691981285.472000000,,cart_pos,0
0.35900000000000004,1691981285.472000000,,cart_pos,0
0.35900000000000004,1691981285.472000000,,cart_pos,0
0.35900000000000004,1691981285.472000000,,cart_pos,0
0.35900000000000004,1691981285.472000000,,cart_pos,0
0.35900000000000004,1691981285.472000000,,cart_pos,0
0.35900000000000004,1691981285.472000000,,cart_pos,0
0.35900000000000004,1691981285.472000000,,cart_pos,0
0.35900000000000004,1691981285.472000000,,cart_pos,0
0.35900000000000004,1691981285.472000000,,cart_pos,0
0.35900000000000004,1691981285.472000000,,cart_pos,0
0.35900000000000004,1691981285.472000000,,cart_pos,0
0.35900000000000004,1691981285.472000000,,cart_pos,0
0.35900000000000004,1691981285.472000000,,cart_pos,0
0.35900000000000004,1691981285.472000000,,cart_pos,0
0.35900000000000004,1691981285.472000000,,cart_pos,0
0.35900000000000004,1691981285.472000000,,cart_pos,0
0.35900000000000004,1691981285.472000000,,cart_pos,0
0.35900000000000004,1691981285.472000000,,cart_pos,0
0.35900000000000004,1691981285.472000000,,cart_pos,0
0.35900000000000004,1691981285.472000000,,cart_pos,0
0.35900000000000004,1691981285.472000000,,cart_pos,0
0.35900000000000004,1691981285.472000000,,cart_pos,0
0.35900000000000004,1691981285.472000000,,cart_pos,0
0.35900000000000004,1691981285.472000000,,cart_pos,0
0.36000000000000004,1691981285.473000000,,cart_pos,0
0.36000000000000004,1691981285.473000000,,cart_pos,0
0.36000000000000004,1691981285.473000000,,cart_pos,0
0.36000000000000004,1691981285.473000000,,cart_pos,0
0.36000000000000004,1691981285.473000000,,cart_pos,0
0.36000000000000004,1691981285.473000000,,cart_pos,0
0.36000000000000004,1691981285.473000000,,cart_pos,0
0.36000000000000004,1691981285.473000000,,cart_pos,0
0.36000000000000004,1691981285.473000000,,cart_pos,0
0.36000000000000004,1691981285.473000000,,cart_pos,0
0.36000000000000004,1691981285.473000000,,cart_pos,0
0.36000000000000004,1691981285.473000000,,cart_pos,0
0.36000000000000004,1691981285.473000000,,cart_pos,0
0.36000000000000004,1691981285.473000000,,cart_pos,0
0.36000000000000004,1691981285.473000000,,cart_pos,0
0.36000000000000004,1691981285.473000000,,cart_pos,0
0.36000000000000004,1691981285.473000000,,cart_pos,0
0.36000000000000004,1691981285.473000000,,cart_pos,0
0.36000000000000004,1691981285.473000000,,cart_pos,0
0.36000000000000004,1691981285.473000000,,cart_pos,0
0.36000000000000004,1691981285.473000000,,cart_pos,0
0.36000000000000004,1691981285.473000000,,cart_pos,0
0.36000000000000004,1691981285.473000000,,cart_pos,0
0.36000000000000004,1691981285.473000000,,cart_pos,0
0.36000000000000004,1691981285.473000000,,cart_pos,0
